Pavarde        Vardas         Galutinis      
Pavarde2422    Vardas2422     4.88           
Pavarde2424    Vardas2424     3.12           
Pavarde2425    Vardas2425     4.36           
Pavarde2427    Vardas2427     4.24           
Pavarde2429    Vardas2429     2.92           
Pavarde2434    Vardas2434     3.12           
Pavarde2440    Vardas2440     4.40           
Pavarde2445    Vardas2445     4.32           
Pavarde2446    Vardas2446     2.20           
Pavarde2447    Vardas2447     4.48           
Pavarde2448    Vardas2448     3.40           
Pavarde2449    Vardas2449     4.20           
Pavarde2450    Vardas2450     4.76           
Pavarde2451    Vardas2451     2.92           
Pavarde2452    Vardas2452     4.80           
Pavarde2456    Vardas2456     4.88           
Pavarde2459    Vardas2459     3.00           
Pavarde2460    Vardas2460     2.64           
Pavarde2463    Vardas2463     4.88           
Pavarde2467    Vardas2467     3.44           
Pavarde2468    Vardas2468     3.60           
Pavarde2471    Vardas2471     2.04           
Pavarde2473    Vardas2473     3.28           
Pavarde2476    Vardas2476     4.16           
Pavarde2478    Vardas2478     3.88           
Pavarde2481    Vardas2481     4.88           
Pavarde2482    Vardas2482     3.08           
Pavarde2483    Vardas2483     3.40           
Pavarde2484    Vardas2484     2.84           
Pavarde2487    Vardas2487     2.92           
Pavarde2495    Vardas2495     4.92           
Pavarde2497    Vardas2497     2.68           
Pavarde2498    Vardas2498     2.68           
Pavarde2500    Vardas2500     4.64           
Pavarde2504    Vardas2504     2.68           
Pavarde2505    Vardas2505     4.76           
Pavarde2507    Vardas2507     2.60           
Pavarde2508    Vardas2508     4.12           
Pavarde2509    Vardas2509     4.72           
Pavarde2511    Vardas2511     3.56           
Pavarde2512    Vardas2512     4.56           
Pavarde2517    Vardas2517     4.00           
Pavarde2520    Vardas2520     3.52           
Pavarde2521    Vardas2521     4.16           
Pavarde2522    Vardas2522     4.96           
Pavarde2526    Vardas2526     3.32           
Pavarde2529    Vardas2529     2.72           
Pavarde2531    Vardas2531     4.56           
Pavarde2533    Vardas2533     2.20           
Pavarde2537    Vardas2537     3.12           
Pavarde2538    Vardas2538     2.76           
Pavarde2539    Vardas2539     4.96           
Pavarde2541    Vardas2541     3.40           
Pavarde2544    Vardas2544     4.52           
Pavarde2547    Vardas2547     4.60           
Pavarde2551    Vardas2551     4.84           
Pavarde2553    Vardas2553     4.84           
Pavarde2562    Vardas2562     3.04           
Pavarde2566    Vardas2566     3.88           
Pavarde2570    Vardas2570     4.32           
Pavarde2571    Vardas2571     3.60           
Pavarde2572    Vardas2572     4.24           
Pavarde2576    Vardas2576     3.12           
Pavarde2581    Vardas2581     4.92           
Pavarde2583    Vardas2583     2.88           
Pavarde2584    Vardas2584     3.96           
Pavarde2585    Vardas2585     4.48           
Pavarde2586    Vardas2586     4.36           
Pavarde2589    Vardas2589     4.04           
Pavarde2592    Vardas2592     4.24           
Pavarde2594    Vardas2594     2.84           
Pavarde2604    Vardas2604     3.92           
Pavarde2606    Vardas2606     2.44           
Pavarde2608    Vardas2608     4.44           
Pavarde2609    Vardas2609     4.44           
Pavarde2610    Vardas2610     2.84           
Pavarde2613    Vardas2613     4.24           
Pavarde2616    Vardas2616     3.92           
Pavarde2617    Vardas2617     3.60           
Pavarde2620    Vardas2620     2.88           
Pavarde2621    Vardas2621     4.52           
Pavarde2622    Vardas2622     4.84           
Pavarde2624    Vardas2624     3.80           
Pavarde2628    Vardas2628     3.68           
Pavarde2631    Vardas2631     4.48           
Pavarde2636    Vardas2636     2.72           
Pavarde2637    Vardas2637     3.56           
Pavarde2639    Vardas2639     3.96           
Pavarde2642    Vardas2642     4.84           
Pavarde2651    Vardas2651     1.48           
Pavarde2654    Vardas2654     2.72           
Pavarde2657    Vardas2657     3.64           
Pavarde2658    Vardas2658     4.72           
Pavarde2662    Vardas2662     4.24           
Pavarde2665    Vardas2665     3.48           
Pavarde2666    Vardas2666     4.32           
Pavarde2670    Vardas2670     3.60           
Pavarde2671    Vardas2671     4.60           
Pavarde2672    Vardas2672     3.68           
Pavarde2676    Vardas2676     3.96           
Pavarde2677    Vardas2677     2.68           
Pavarde2680    Vardas2680     4.72           
Pavarde2681    Vardas2681     3.64           
Pavarde2683    Vardas2683     3.32           
Pavarde2684    Vardas2684     4.92           
Pavarde2688    Vardas2688     1.96           
Pavarde2692    Vardas2692     4.64           
Pavarde2693    Vardas2693     3.08           
Pavarde2695    Vardas2695     4.56           
Pavarde2696    Vardas2696     4.96           
Pavarde2697    Vardas2697     2.92           
Pavarde2698    Vardas2698     4.00           
Pavarde2700    Vardas2700     2.52           
Pavarde2704    Vardas2704     4.68           
Pavarde2707    Vardas2707     2.60           
Pavarde2709    Vardas2709     2.96           
Pavarde2710    Vardas2710     4.76           
Pavarde2712    Vardas2712     3.08           
Pavarde2714    Vardas2714     3.52           
Pavarde2716    Vardas2716     1.96           
Pavarde2717    Vardas2717     4.12           
Pavarde2718    Vardas2718     4.40           
Pavarde2723    Vardas2723     3.88           
Pavarde2724    Vardas2724     4.12           
Pavarde2725    Vardas2725     4.72           
Pavarde2726    Vardas2726     3.56           
Pavarde2729    Vardas2729     2.12           
Pavarde2731    Vardas2731     3.64           
Pavarde2732    Vardas2732     3.40           
Pavarde2734    Vardas2734     4.00           
Pavarde2735    Vardas2735     4.48           
Pavarde2737    Vardas2737     2.52           
Pavarde2740    Vardas2740     3.72           
Pavarde2742    Vardas2742     3.08           
Pavarde2743    Vardas2743     3.52           
Pavarde2748    Vardas2748     3.40           
Pavarde2751    Vardas2751     3.56           
Pavarde2758    Vardas2758     1.56           
Pavarde2759    Vardas2759     2.36           
Pavarde2760    Vardas2760     3.00           
Pavarde2763    Vardas2763     3.44           
Pavarde2764    Vardas2764     4.28           
Pavarde2767    Vardas2767     2.92           
Pavarde2772    Vardas2772     4.36           
Pavarde2776    Vardas2776     2.04           
Pavarde2777    Vardas2777     4.60           
Pavarde2778    Vardas2778     4.28           
Pavarde2782    Vardas2782     4.08           
Pavarde2783    Vardas2783     3.96           
Pavarde2786    Vardas2786     3.84           
Pavarde2788    Vardas2788     2.92           
Pavarde2789    Vardas2789     2.68           
Pavarde2791    Vardas2791     3.76           
Pavarde2793    Vardas2793     4.96           
Pavarde2795    Vardas2795     3.00           
Pavarde2797    Vardas2797     4.24           
Pavarde2798    Vardas2798     3.16           
Pavarde2800    Vardas2800     2.84           
Pavarde2801    Vardas2801     3.12           
Pavarde2804    Vardas2804     2.40           
Pavarde2806    Vardas2806     3.92           
Pavarde2808    Vardas2808     3.48           
Pavarde2809    Vardas2809     3.48           
Pavarde2812    Vardas2812     2.68           
Pavarde2814    Vardas2814     3.68           
Pavarde2815    Vardas2815     3.60           
Pavarde2816    Vardas2816     3.00           
Pavarde2820    Vardas2820     4.04           
Pavarde2821    Vardas2821     4.04           
Pavarde2823    Vardas2823     2.92           
Pavarde2824    Vardas2824     3.04           
Pavarde2828    Vardas2828     3.28           
Pavarde2829    Vardas2829     3.68           
Pavarde2830    Vardas2830     4.52           
Pavarde2831    Vardas2831     3.88           
Pavarde2832    Vardas2832     4.08           
Pavarde2833    Vardas2833     3.04           
Pavarde2836    Vardas2836     4.44           
Pavarde2839    Vardas2839     3.32           
Pavarde2840    Vardas2840     3.32           
Pavarde2846    Vardas2846     4.56           
Pavarde2858    Vardas2858     4.68           
Pavarde2859    Vardas2859     1.80           
Pavarde2860    Vardas2860     4.16           
Pavarde2863    Vardas2863     4.44           
Pavarde2868    Vardas2868     3.24           
Pavarde2872    Vardas2872     4.28           
Pavarde2873    Vardas2873     2.20           
Pavarde2874    Vardas2874     4.24           
Pavarde2886    Vardas2886     2.52           
Pavarde2887    Vardas2887     2.80           
Pavarde2889    Vardas2889     4.16           
Pavarde2891    Vardas2891     3.00           
Pavarde2892    Vardas2892     2.44           
Pavarde2896    Vardas2896     2.64           
Pavarde2898    Vardas2898     4.08           
Pavarde2901    Vardas2901     4.84           
Pavarde2905    Vardas2905     4.08           
Pavarde2906    Vardas2906     3.32           
Pavarde2910    Vardas2910     4.60           
Pavarde2912    Vardas2912     4.32           
Pavarde2913    Vardas2913     3.16           
Pavarde2916    Vardas2916     4.28           
Pavarde2918    Vardas2918     4.60           
Pavarde2919    Vardas2919     4.76           
Pavarde2921    Vardas2921     4.48           
Pavarde2923    Vardas2923     3.56           
Pavarde2924    Vardas2924     2.96           
Pavarde2925    Vardas2925     4.36           
Pavarde2926    Vardas2926     4.64           
Pavarde2927    Vardas2927     4.12           
Pavarde2928    Vardas2928     3.48           
Pavarde2929    Vardas2929     3.88           
Pavarde2931    Vardas2931     3.60           
Pavarde2937    Vardas2937     3.48           
Pavarde2940    Vardas2940     3.20           
Pavarde2941    Vardas2941     3.00           
Pavarde2942    Vardas2942     3.84           
Pavarde2943    Vardas2943     2.92           
Pavarde2948    Vardas2948     3.68           
Pavarde2949    Vardas2949     4.24           
Pavarde2951    Vardas2951     4.76           
Pavarde2957    Vardas2957     3.84           
Pavarde2963    Vardas2963     2.36           
Pavarde2966    Vardas2966     3.44           
Pavarde2969    Vardas2969     2.72           
Pavarde2970    Vardas2970     4.76           
Pavarde2971    Vardas2971     2.80           
Pavarde2973    Vardas2973     4.64           
Pavarde2974    Vardas2974     3.80           
Pavarde2976    Vardas2976     3.80           
Pavarde2978    Vardas2978     3.12           
Pavarde2979    Vardas2979     4.76           
Pavarde2980    Vardas2980     4.52           
Pavarde2981    Vardas2981     3.96           
Pavarde2985    Vardas2985     3.80           
Pavarde2988    Vardas2988     4.08           
Pavarde2990    Vardas2990     2.56           
Pavarde2996    Vardas2996     3.64           
Pavarde3000    Vardas3000     3.96           
Pavarde3002    Vardas3002     3.00           
Pavarde3003    Vardas3003     4.60           
Pavarde3005    Vardas3005     3.36           
Pavarde3006    Vardas3006     4.80           
Pavarde3007    Vardas3007     4.24           
Pavarde3008    Vardas3008     4.64           
Pavarde3011    Vardas3011     3.36           
Pavarde3016    Vardas3016     4.84           
Pavarde3018    Vardas3018     4.52           
Pavarde3019    Vardas3019     3.28           
Pavarde3021    Vardas3021     2.60           
Pavarde3026    Vardas3026     4.56           
Pavarde3027    Vardas3027     4.20           
Pavarde3030    Vardas3030     4.40           
Pavarde3033    Vardas3033     4.20           
Pavarde3037    Vardas3037     4.92           
Pavarde3038    Vardas3038     4.04           
Pavarde3039    Vardas3039     4.92           
Pavarde3041    Vardas3041     3.40           
Pavarde3042    Vardas3042     2.36           
Pavarde3043    Vardas3043     3.64           
Pavarde3044    Vardas3044     3.36           
Pavarde3045    Vardas3045     2.52           
Pavarde3047    Vardas3047     3.48           
Pavarde3048    Vardas3048     4.52           
Pavarde3049    Vardas3049     3.76           
Pavarde3054    Vardas3054     4.44           
Pavarde3055    Vardas3055     3.60           
Pavarde3056    Vardas3056     2.36           
Pavarde3057    Vardas3057     2.52           
Pavarde3058    Vardas3058     4.64           
Pavarde3059    Vardas3059     3.80           
Pavarde3061    Vardas3061     3.00           
Pavarde3062    Vardas3062     4.44           
Pavarde3073    Vardas3073     4.40           
Pavarde3078    Vardas3078     2.60           
Pavarde3080    Vardas3080     2.84           
Pavarde3083    Vardas3083     4.40           
Pavarde3084    Vardas3084     3.92           
Pavarde3090    Vardas3090     4.00           
Pavarde3093    Vardas3093     3.60           
Pavarde3094    Vardas3094     4.80           
Pavarde3095    Vardas3095     3.32           
Pavarde3097    Vardas3097     3.12           
Pavarde3098    Vardas3098     3.72           
Pavarde3100    Vardas3100     4.76           
Pavarde3103    Vardas3103     2.88           
Pavarde3105    Vardas3105     3.76           
Pavarde3106    Vardas3106     3.68           
Pavarde3107    Vardas3107     2.52           
Pavarde3109    Vardas3109     3.68           
Pavarde3110    Vardas3110     4.40           
Pavarde3111    Vardas3111     4.56           
Pavarde3112    Vardas3112     3.16           
Pavarde3115    Vardas3115     3.84           
Pavarde3118    Vardas3118     4.00           
Pavarde3122    Vardas3122     3.00           
Pavarde3125    Vardas3125     4.16           
Pavarde3126    Vardas3126     3.36           
Pavarde3127    Vardas3127     4.04           
Pavarde3129    Vardas3129     4.48           
Pavarde3130    Vardas3130     2.64           
Pavarde3132    Vardas3132     3.56           
Pavarde3133    Vardas3133     3.76           
Pavarde3143    Vardas3143     3.24           
Pavarde3146    Vardas3146     3.92           
Pavarde3147    Vardas3147     3.24           
Pavarde3149    Vardas3149     4.68           
Pavarde3152    Vardas3152     4.12           
Pavarde3153    Vardas3153     2.32           
Pavarde3154    Vardas3154     4.60           
Pavarde3155    Vardas3155     2.36           
Pavarde3157    Vardas3157     2.60           
Pavarde3161    Vardas3161     3.04           
Pavarde3162    Vardas3162     2.36           
Pavarde3163    Vardas3163     3.92           
Pavarde3168    Vardas3168     2.12           
Pavarde3174    Vardas3174     2.88           
Pavarde3176    Vardas3176     4.92           
Pavarde3179    Vardas3179     3.32           
Pavarde3180    Vardas3180     4.40           
Pavarde3181    Vardas3181     3.84           
Pavarde3182    Vardas3182     4.68           
Pavarde3192    Vardas3192     4.36           
Pavarde3195    Vardas3195     3.24           
Pavarde3196    Vardas3196     4.08           
Pavarde3203    Vardas3203     3.76           
Pavarde3207    Vardas3207     3.52           
Pavarde3209    Vardas3209     3.56           
Pavarde3211    Vardas3211     3.08           
Pavarde3214    Vardas3214     3.68           
Pavarde3215    Vardas3215     4.28           
Pavarde3220    Vardas3220     2.84           
Pavarde3222    Vardas3222     4.44           
Pavarde3224    Vardas3224     4.68           
Pavarde3225    Vardas3225     4.32           
Pavarde3228    Vardas3228     4.00           
Pavarde3229    Vardas3229     3.84           
Pavarde3230    Vardas3230     3.60           
Pavarde3233    Vardas3233     2.60           
Pavarde3234    Vardas3234     4.20           
Pavarde3235    Vardas3235     4.04           
Pavarde3236    Vardas3236     2.44           
Pavarde3243    Vardas3243     4.72           
Pavarde3244    Vardas3244     2.52           
Pavarde3245    Vardas3245     4.84           
Pavarde3246    Vardas3246     4.96           
Pavarde3247    Vardas3247     4.28           
Pavarde3248    Vardas3248     4.92           
Pavarde3253    Vardas3253     4.28           
Pavarde3254    Vardas3254     2.52           
Pavarde3256    Vardas3256     3.60           
Pavarde3260    Vardas3260     4.64           
Pavarde3261    Vardas3261     4.52           
Pavarde3267    Vardas3267     4.16           
Pavarde3268    Vardas3268     3.68           
Pavarde3269    Vardas3269     1.88           
Pavarde3276    Vardas3276     4.28           
Pavarde3277    Vardas3277     3.88           
Pavarde3283    Vardas3283     4.40           
Pavarde3290    Vardas3290     3.64           
Pavarde3291    Vardas3291     4.20           
Pavarde3292    Vardas3292     2.28           
Pavarde3294    Vardas3294     3.12           
Pavarde3304    Vardas3304     3.64           
Pavarde3311    Vardas3311     4.60           
Pavarde3312    Vardas3312     3.72           
Pavarde3318    Vardas3318     2.76           
Pavarde3322    Vardas3322     4.60           
Pavarde3324    Vardas3324     3.20           
Pavarde3329    Vardas3329     3.96           
Pavarde3330    Vardas3330     4.24           
Pavarde3331    Vardas3331     2.36           
Pavarde3335    Vardas3335     4.80           
Pavarde3337    Vardas3337     4.88           
Pavarde3339    Vardas3339     3.64           
Pavarde3340    Vardas3340     4.40           
Pavarde3341    Vardas3341     3.52           
Pavarde3345    Vardas3345     3.32           
Pavarde3347    Vardas3347     2.68           
Pavarde3351    Vardas3351     1.88           
Pavarde3353    Vardas3353     3.72           
Pavarde3361    Vardas3361     3.00           
Pavarde3369    Vardas3369     3.88           
Pavarde3372    Vardas3372     4.96           
Pavarde3373    Vardas3373     4.00           
Pavarde3375    Vardas3375     3.84           
Pavarde3378    Vardas3378     4.40           
Pavarde3379    Vardas3379     4.52           
Pavarde3380    Vardas3380     3.16           
Pavarde3381    Vardas3381     3.56           
Pavarde3382    Vardas3382     3.00           
Pavarde3386    Vardas3386     2.88           
Pavarde3390    Vardas3390     4.72           
Pavarde3393    Vardas3393     3.64           
Pavarde3398    Vardas3398     3.44           
Pavarde3400    Vardas3400     1.80           
Pavarde3402    Vardas3402     4.92           
Pavarde3405    Vardas3405     4.36           
Pavarde3406    Vardas3406     4.76           
Pavarde3408    Vardas3408     3.40           
Pavarde3414    Vardas3414     3.92           
Pavarde3416    Vardas3416     4.52           
Pavarde3424    Vardas3424     3.48           
Pavarde3425    Vardas3425     2.08           
Pavarde3426    Vardas3426     3.04           
Pavarde3432    Vardas3432     3.72           
Pavarde3435    Vardas3435     4.76           
Pavarde3436    Vardas3436     4.32           
Pavarde3442    Vardas3442     4.76           
Pavarde3443    Vardas3443     4.84           
Pavarde3446    Vardas3446     4.84           
Pavarde3452    Vardas3452     3.88           
Pavarde3454    Vardas3454     3.12           
Pavarde3455    Vardas3455     4.52           
Pavarde3457    Vardas3457     4.36           
Pavarde3460    Vardas3460     4.32           
Pavarde3461    Vardas3461     3.08           
Pavarde3462    Vardas3462     4.24           
Pavarde3464    Vardas3464     3.48           
Pavarde3465    Vardas3465     3.60           
Pavarde3467    Vardas3467     3.08           
Pavarde3468    Vardas3468     3.52           
Pavarde3469    Vardas3469     4.84           
Pavarde3470    Vardas3470     1.96           
Pavarde3471    Vardas3471     3.80           
Pavarde3473    Vardas3473     3.16           
Pavarde3474    Vardas3474     3.76           
Pavarde3479    Vardas3479     3.76           
Pavarde3480    Vardas3480     3.24           
Pavarde3481    Vardas3481     3.36           
Pavarde3484    Vardas3484     4.80           
Pavarde3486    Vardas3486     4.72           
Pavarde3488    Vardas3488     4.96           
Pavarde3492    Vardas3492     2.72           
Pavarde3493    Vardas3493     2.20           
Pavarde3495    Vardas3495     4.76           
Pavarde3501    Vardas3501     2.64           
Pavarde3509    Vardas3509     3.76           
Pavarde3510    Vardas3510     4.88           
Pavarde3511    Vardas3511     4.00           
Pavarde3518    Vardas3518     3.16           
Pavarde3520    Vardas3520     2.72           
Pavarde3521    Vardas3521     3.16           
Pavarde3525    Vardas3525     4.96           
Pavarde3526    Vardas3526     4.08           
Pavarde3527    Vardas3527     4.32           
Pavarde3532    Vardas3532     2.28           
Pavarde3533    Vardas3533     4.56           
Pavarde3534    Vardas3534     2.60           
Pavarde3537    Vardas3537     2.60           
Pavarde3539    Vardas3539     2.60           
Pavarde3541    Vardas3541     3.76           
Pavarde3542    Vardas3542     3.32           
Pavarde3544    Vardas3544     2.12           
Pavarde3545    Vardas3545     4.24           
Pavarde3548    Vardas3548     4.72           
Pavarde3552    Vardas3552     4.68           
Pavarde3554    Vardas3554     4.60           
Pavarde3555    Vardas3555     4.56           
Pavarde3558    Vardas3558     3.12           
Pavarde3559    Vardas3559     4.64           
Pavarde3560    Vardas3560     3.60           
Pavarde3570    Vardas3570     2.36           
Pavarde3573    Vardas3573     4.72           
Pavarde3574    Vardas3574     3.92           
Pavarde3579    Vardas3579     2.88           
Pavarde3581    Vardas3581     3.76           
Pavarde3583    Vardas3583     4.24           
Pavarde3585    Vardas3585     4.96           
Pavarde3586    Vardas3586     3.08           
Pavarde3588    Vardas3588     4.56           
Pavarde3591    Vardas3591     3.24           
Pavarde3592    Vardas3592     2.76           
Pavarde3594    Vardas3594     4.88           
Pavarde3598    Vardas3598     4.68           
Pavarde3604    Vardas3604     3.92           
Pavarde3605    Vardas3605     4.80           
Pavarde3609    Vardas3609     3.96           
Pavarde3612    Vardas3612     4.32           
Pavarde3613    Vardas3613     2.76           
Pavarde3614    Vardas3614     4.92           
Pavarde3616    Vardas3616     3.80           
Pavarde3617    Vardas3617     4.92           
Pavarde3618    Vardas3618     3.92           
Pavarde3623    Vardas3623     3.56           
Pavarde3625    Vardas3625     2.80           
Pavarde3626    Vardas3626     4.36           
Pavarde3627    Vardas3627     3.72           
Pavarde3630    Vardas3630     2.20           
Pavarde3635    Vardas3635     2.92           
Pavarde3636    Vardas3636     4.32           
Pavarde3638    Vardas3638     4.48           
Pavarde3639    Vardas3639     4.80           
Pavarde3646    Vardas3646     4.68           
Pavarde3648    Vardas3648     4.68           
Pavarde3649    Vardas3649     4.96           
Pavarde3652    Vardas3652     3.44           
Pavarde3653    Vardas3653     4.88           
Pavarde3655    Vardas3655     3.00           
Pavarde3656    Vardas3656     1.88           
Pavarde3658    Vardas3658     3.28           
Pavarde3659    Vardas3659     1.96           
Pavarde3660    Vardas3660     3.64           
Pavarde3661    Vardas3661     3.28           
Pavarde3666    Vardas3666     2.72           
Pavarde3667    Vardas3667     2.92           
Pavarde3669    Vardas3669     4.08           
Pavarde3670    Vardas3670     2.44           
Pavarde3671    Vardas3671     4.40           
Pavarde3672    Vardas3672     2.56           
Pavarde3674    Vardas3674     4.88           
Pavarde3676    Vardas3676     4.84           
Pavarde3679    Vardas3679     3.68           
Pavarde3680    Vardas3680     3.36           
Pavarde3683    Vardas3683     4.32           
Pavarde3686    Vardas3686     4.40           
Pavarde3689    Vardas3689     3.52           
Pavarde3690    Vardas3690     4.64           
Pavarde3691    Vardas3691     3.84           
Pavarde3693    Vardas3693     3.08           
Pavarde3697    Vardas3697     2.96           
Pavarde3698    Vardas3698     3.56           
Pavarde3700    Vardas3700     3.80           
Pavarde3702    Vardas3702     3.28           
Pavarde3709    Vardas3709     2.36           
Pavarde3710    Vardas3710     4.24           
Pavarde3711    Vardas3711     4.52           
Pavarde3712    Vardas3712     2.52           
Pavarde3717    Vardas3717     2.84           
Pavarde3718    Vardas3718     2.28           
Pavarde3719    Vardas3719     3.20           
Pavarde3721    Vardas3721     2.84           
Pavarde3722    Vardas3722     2.48           
Pavarde3723    Vardas3723     4.00           
Pavarde3724    Vardas3724     3.96           
Pavarde3725    Vardas3725     4.20           
Pavarde3728    Vardas3728     4.48           
Pavarde3729    Vardas3729     2.80           
Pavarde3733    Vardas3733     3.92           
Pavarde3735    Vardas3735     4.52           
Pavarde3736    Vardas3736     3.72           
Pavarde3739    Vardas3739     4.20           
Pavarde3740    Vardas3740     3.24           
Pavarde3741    Vardas3741     2.60           
Pavarde3742    Vardas3742     2.68           
Pavarde3744    Vardas3744     3.84           
Pavarde3745    Vardas3745     4.72           
Pavarde3746    Vardas3746     4.36           
Pavarde3748    Vardas3748     2.96           
Pavarde3749    Vardas3749     3.56           
Pavarde3751    Vardas3751     3.80           
Pavarde3752    Vardas3752     4.60           
Pavarde3755    Vardas3755     2.52           
Pavarde3759    Vardas3759     4.68           
Pavarde3760    Vardas3760     3.08           
Pavarde3762    Vardas3762     3.60           
Pavarde3763    Vardas3763     3.40           
Pavarde3764    Vardas3764     3.16           
Pavarde3769    Vardas3769     3.68           
Pavarde3771    Vardas3771     4.16           
Pavarde3773    Vardas3773     2.92           
Pavarde3776    Vardas3776     3.92           
Pavarde3777    Vardas3777     3.84           
Pavarde3781    Vardas3781     3.40           
Pavarde3789    Vardas3789     3.16           
Pavarde3795    Vardas3795     4.16           
Pavarde3797    Vardas3797     3.88           
Pavarde3802    Vardas3802     3.96           
Pavarde3803    Vardas3803     4.76           
Pavarde3806    Vardas3806     3.48           
Pavarde3808    Vardas3808     4.48           
Pavarde3809    Vardas3809     4.40           
Pavarde3810    Vardas3810     4.16           
Pavarde3812    Vardas3812     2.52           
Pavarde3813    Vardas3813     4.64           
Pavarde3816    Vardas3816     3.80           
Pavarde3819    Vardas3819     3.12           
Pavarde3823    Vardas3823     3.84           
Pavarde3833    Vardas3833     3.60           
Pavarde3838    Vardas3838     4.48           
Pavarde3839    Vardas3839     3.60           
Pavarde3841    Vardas3841     4.24           
Pavarde3842    Vardas3842     4.48           
Pavarde3843    Vardas3843     3.28           
Pavarde3846    Vardas3846     3.68           
Pavarde3851    Vardas3851     3.56           
Pavarde3852    Vardas3852     3.48           
Pavarde3859    Vardas3859     4.08           
Pavarde3860    Vardas3860     4.24           
Pavarde3863    Vardas3863     3.16           
Pavarde3865    Vardas3865     3.48           
Pavarde3866    Vardas3866     3.92           
Pavarde3867    Vardas3867     3.44           
Pavarde3871    Vardas3871     4.88           
Pavarde3874    Vardas3874     2.92           
Pavarde3876    Vardas3876     2.84           
Pavarde3877    Vardas3877     3.20           
Pavarde3880    Vardas3880     3.84           
Pavarde3883    Vardas3883     4.88           
Pavarde3884    Vardas3884     2.12           
Pavarde3885    Vardas3885     3.16           
Pavarde3886    Vardas3886     4.00           
Pavarde3887    Vardas3887     3.68           
Pavarde3888    Vardas3888     4.76           
Pavarde3889    Vardas3889     4.56           
Pavarde3892    Vardas3892     2.28           
Pavarde3898    Vardas3898     3.64           
Pavarde3900    Vardas3900     3.88           
Pavarde3901    Vardas3901     3.24           
Pavarde3902    Vardas3902     4.96           
Pavarde3904    Vardas3904     2.44           
Pavarde3908    Vardas3908     3.88           
Pavarde3910    Vardas3910     3.28           
Pavarde3911    Vardas3911     2.28           
Pavarde3912    Vardas3912     2.44           
Pavarde3917    Vardas3917     2.68           
Pavarde3919    Vardas3919     4.48           
Pavarde3920    Vardas3920     3.68           
Pavarde3921    Vardas3921     3.56           
Pavarde3923    Vardas3923     4.88           
Pavarde3925    Vardas3925     3.96           
Pavarde3928    Vardas3928     3.56           
Pavarde3932    Vardas3932     3.76           
Pavarde3934    Vardas3934     3.80           
Pavarde3935    Vardas3935     3.12           
Pavarde3936    Vardas3936     2.96           
Pavarde3939    Vardas3939     2.88           
Pavarde3941    Vardas3941     3.88           
Pavarde3943    Vardas3943     4.00           
Pavarde3946    Vardas3946     3.12           
Pavarde3947    Vardas3947     2.20           
Pavarde3948    Vardas3948     4.32           
Pavarde3950    Vardas3950     4.24           
Pavarde3952    Vardas3952     3.64           
Pavarde3953    Vardas3953     3.40           
Pavarde3954    Vardas3954     2.68           
Pavarde3956    Vardas3956     3.48           
Pavarde3957    Vardas3957     4.16           
Pavarde3959    Vardas3959     4.56           
Pavarde3962    Vardas3962     4.32           
Pavarde3963    Vardas3963     2.04           
Pavarde3968    Vardas3968     4.88           
Pavarde3970    Vardas3970     3.56           
Pavarde3971    Vardas3971     2.84           
Pavarde3972    Vardas3972     3.04           
Pavarde3975    Vardas3975     4.20           
Pavarde3980    Vardas3980     4.76           
Pavarde3983    Vardas3983     2.72           
Pavarde3988    Vardas3988     3.48           
Pavarde3991    Vardas3991     2.92           
Pavarde3992    Vardas3992     4.20           
Pavarde3996    Vardas3996     2.20           
Pavarde4002    Vardas4002     2.96           
Pavarde4003    Vardas4003     4.32           
Pavarde4005    Vardas4005     3.96           
Pavarde4006    Vardas4006     3.72           
Pavarde4010    Vardas4010     4.16           
Pavarde4015    Vardas4015     4.40           
Pavarde4017    Vardas4017     4.24           
Pavarde4020    Vardas4020     1.72           
Pavarde4023    Vardas4023     4.96           
Pavarde4025    Vardas4025     3.56           
Pavarde4028    Vardas4028     2.92           
Pavarde4033    Vardas4033     3.88           
Pavarde4035    Vardas4035     3.64           
Pavarde4036    Vardas4036     3.08           
Pavarde4037    Vardas4037     4.40           
Pavarde4038    Vardas4038     3.76           
Pavarde4039    Vardas4039     4.32           
Pavarde4043    Vardas4043     4.40           
Pavarde4044    Vardas4044     2.44           
Pavarde4045    Vardas4045     3.68           
Pavarde4049    Vardas4049     4.04           
Pavarde4050    Vardas4050     4.88           
Pavarde4051    Vardas4051     4.12           
Pavarde4052    Vardas4052     3.28           
Pavarde4054    Vardas4054     2.76           
Pavarde4058    Vardas4058     4.80           
Pavarde4070    Vardas4070     2.68           
Pavarde4071    Vardas4071     4.92           
Pavarde4075    Vardas4075     4.96           
Pavarde4079    Vardas4079     4.80           
Pavarde4087    Vardas4087     3.84           
Pavarde4089    Vardas4089     2.28           
Pavarde4095    Vardas4095     3.64           
Pavarde4097    Vardas4097     4.72           
Pavarde4101    Vardas4101     4.56           
Pavarde4102    Vardas4102     4.80           
Pavarde4106    Vardas4106     3.28           
Pavarde4107    Vardas4107     3.56           
Pavarde4111    Vardas4111     4.40           
Pavarde4112    Vardas4112     4.44           
Pavarde4119    Vardas4119     2.80           
Pavarde4124    Vardas4124     4.24           
Pavarde4125    Vardas4125     2.20           
Pavarde4126    Vardas4126     4.24           
Pavarde4130    Vardas4130     3.88           
Pavarde4135    Vardas4135     4.60           
